Rua,Bairro,Path_Coordinates
Praça Ozanan,Botafogo,"[[-43.176294, -22.953049], [-43.176432, -22.952991], [-43.176606, -22.952911], [-43.176232, -22.952622], [-43.176192, -22.952589], [-43.175614, -22.952096]]"
Rua Marechal Cantuária,Urca,"[[-43.167965, -22.950807], [-43.167697, -22.95059], [-43.166908, -22.949861], [-43.165956, -22.949005], [-43.165786, -22.948871], [-43.165624, -22.948765], [-43.165439, -22.948677], [-43.165097, -22.948525], [-43.164879, -22.948451], [-43.164582, -22.948379], [-43.164178, -22.948321], [-43.164074, -22.948326], [-43.163921, -22.948326], [-43.163673, -22.948496]]"
Rua General Artigas,Leblon,"[[-43.227288, -22.982695], [-43.226602, -22.983177], [-43.226504, -22.983247], [-43.226464, -22.983354], [-43.22582, -22.985013], [-43.225786, -22.985092], [-43.22575, -22.985188], [-43.225429, -22.986041], [-43.225395, -22.986132], [-43.224928, -22.987305], [-43.224877, -22.987432]]"
Travessa Carlos de Sá,Catete,"[[-43.178487, -22.925924], [-43.17853, -22.925323], [-43.178649, -22.925042], [-43.178676, -22.924953]]"
Rua Cândido Gaffrée,Urca,"[[-43.162638, -22.947579], [-43.162206, -22.946915], [-43.162137, -22.946807], [-43.161812, -22.946313], [-43.1613, -22.945492], [-43.160907, -22.944892], [-43.160063, -22.943555]]"
Rua Tavares Bastos,Catete,"[[-43.189556, -22.930109], [-43.189707, -22.929701], [-43.189776, -22.929567], [-43.189835, -22.929489], [-43.189811, -22.929455], [-43.189791, -22.929396], [-43.189646, -22.929159], [-43.189591, -22.929137], [-43.189526, -22.929087], [-43.18934, -22.929001], [-43.189054, -22.928847], [-43.189009, -22.928836], [-43.188966, -22.92883], [-43.188766, -22.92883], [-43.188645, -22.92883], [-43.188368, -22.92883], [-43.187909, -22.928843], [-43.187862, -22.928835], [-43.187289, -22.928719], [-43.186446, -22.928499], [-43.186344, -22.928487], [-43.186243, -22.928509], [-43.186176, -22.928563], [-43.185928, -22.928771], [-43.185873, -22.928796], [-43.185806, -22.928803], [-43.185514, -22.928775], [-43.184875, -22.928651], [-43.184486, -22.928596], [-43.184341, -22.92857], [-43.183651, -22.928621], [-43.183375, -22.928601], [-43.183013, -22.928593], [-43.182005, -22.928606], [-43.181898, -22.928602], [-43.181844, -22.928576], [-43.181826, -22.928529], [-43.181849, -22.92846], [-43.181879, -22.928404], [-43.182071, -22.927999], [-43.182087, -22.927971], [-43.182106, -22.927955], [-43.182235, -22.927891], [-43.18229, -22.927841], [-43.182321, -22.927799], [-43.18233, -22.927753], [-43.182324, -22.927662], [-43.182307, -22.927504], [-43.182288, -22.927467], [-43.18225, -22.92742], [-43.182078, -22.927359], [-43.181938, -22.927304], [-43.181839, -22.927256], [-43.181777, -22.927212], [-43.18175, -22.927179], [-43.181744, -22.927115], [-43.181737, -22.926972], [-43.181727, -22.926867], [-43.181707, -22.926811], [-43.181583, -22.926627], [-43.181554, -22.926569], [-43.181534, -22.926526], [-43.181519, -22.926484], [-43.181504, -22.92643], [-43.181398, -22.925993], [-43.181372, -22.925965], [-43.181342, -22.92596], [-43.181321, -22.925971], [-43.181307, -22.925995], [-43.181342, -22.926126], [-43.181352, -22.926203], [-43.181346, -22.926285], [-43.181324, -22.926351], [-43.181285, -22.926431], [-43.181287, -22.926468], [-43.181352, -22.926604], [-43.181371, -22.926643], [-43.181399, -22.926692], [-43.181418, -22.92673], [-43.181416, -22.926756], [-43.181403, -22.926774], [-43.181387, -22.926782], [-43.181366, -22.926777], [-43.181346, -22.92676], [-43.181332, -22.926729], [-43.181312, -22.926667], [-43.18124, -22.926545], [-43.181198, -22.926474], [-43.181183, -22.926419], [-43.181181, -22.926354], [-43.181187, -22.926237], [-43.181179, -22.926173], [-43.181159, -22.926131], [-43.181134, -22.926086], [-43.181107, -22.926039], [-43.181052, -22.925957], [-43.181032, -22.925948], [-43.181015, -22.925951], [-43.180997, -22.925962], [-43.180986, -22.925982], [-43.180985, -22.926], [-43.181004, -22.926032], [-43.181045, -22.926087], [-43.181066, -22.926122], [-43.18109, -22.926176], [-43.181101, -22.926235], [-43.181094, -22.926278], [-43.181055, -22.926362], [-43.181019, -22.926441], [-43.180981, -22.926506], [-43.180948, -22.926546], [-43.18092, -22.926559], [-43.180883, -22.926555], [-43.180856, -22.92654], [-43.180837, -22.926506], [-43.180834, -22.926456], [-43.18085, -22.926412], [-43.180878, -22.92632], [-43.180887, -22.92623], [-43.18088, -22.926171], [-43.180871, -22.926116], [-43.18085, -22.926071], [-43.180832, -22.926027], [-43.1808, -22.925968], [-43.180781, -22.92592], [-43.18077, -22.925906], [-43.180754, -22.925897], [-43.18074, -22.925897], [-43.180726, -22.925902], [-43.180713, -22.925912], [-43.180708, -22.925932], [-43.180711, -22.925954], [-43.180741, -22.926034], [-43.180767, -22.926089], [-43.180774, -22.926119], [-43.18078, -22.926158], [-43.18077, -22.92621], [-43.180739, -22.926298], [-43.180686, -22.926365], [-43.18064, -22.926424], [-43.180597, -22.926479], [-43.180542, -22.926523], [-43.180463, -22.926553], [-43.1804, -22.926542], [-43.180357, -22.926509], [-43.180344, -22.926461], [-43.180358, -22.926413], [-43.180395, -22.926331], [-43.180434, -22.926258], [-43.180444, -22.926206], [-43.18043, -22.926162], [-43.180407, -22.926129], [-43.180379, -22.92609], [-43.180333, -22.926032], [-43.18031, -22.925996], [-43.180294, -22.925944], [-43.180285, -22.925888], [-43.180287, -22.925818], [-43.180305, -22.925746], [-43.180317, -22.925696], [-43.180305, -22.925656], [-43.180278, -22.925637], [-43.180229, -22.925631], [-43.180169, -22.925653], [-43.180131, -22.925671], [-43.180086, -22.925705], [-43.180047, -22.925739], [-43.179988, -22.925841], [-43.179677, -22.926558], [-43.179687, -22.926609], [-43.179721, -22.92669], [-43.179759, -22.926736], [-43.179823, -22.926765], [-43.179998, -22.926795], [-43.180029, -22.926816], [-43.180045, -22.926857], [-43.180052, -22.927075], [-43.180055, -22.927206], [-43.179354, -22.927192]]"
João Saldanha,Ipanema,"[[-43.194408, -22.987945], [-43.194364, -22.987946], [-43.194345, -22.987941], [-43.194332, -22.98793], [-43.194282, -22.987884], [-43.194258, -22.987873], [-43.19423, -22.987864], [-43.192672, -22.98747], [-43.192418, -22.987403], [-43.192117, -22.987328], [-43.191999, -22.987298], [-43.191683, -22.987219], [-43.190949, -22.98703], [-43.188985, -22.986518]]"
Rua Redentor,Ipanema,"[[-43.213867, -22.982122], [-43.213474, -22.982187], [-43.213361, -22.982195], [-43.211718, -22.98228], [-43.211233, -22.982304], [-43.210541, -22.982341], [-43.209106, -22.982416], [-43.207771, -22.982486], [-43.207052, -22.982524], [-43.206991, -22.982527], [-43.206918, -22.982531], [-43.206285, -22.982564], [-43.205381, -22.982611], [-43.204945, -22.982634], [-43.204859, -22.982638]]"
Rua Cardoso Júnior,Laranjeiras,"[[-43.19044, -22.937846], [-43.190422, -22.937876], [-43.190407, -22.937895], [-43.190382, -22.937913], [-43.190369, -22.937927], [-43.190345, -22.937948], [-43.190074, -22.937991], [-43.18987, -22.938022], [-43.189852, -22.938024], [-43.189836, -22.938026], [-43.189825, -22.938026], [-43.189816, -22.938025], [-43.189807, -22.938024], [-43.1898, -22.938022], [-43.189793, -22.938019], [-43.189785, -22.938015], [-43.189779, -22.93801], [-43.189774, -22.938005], [-43.189769, -22.938], [-43.189766, -22.937994], [-43.189761, -22.937984], [-43.189758, -22.937975], [-43.189757, -22.937965], [-43.189759, -22.937851], [-43.189758, -22.937841], [-43.189756, -22.937831], [-43.189753, -22.937822], [-43.189748, -22.937815], [-43.189743, -22.937809], [-43.189736, -22.937804], [-43.189727, -22.937801], [-43.18972, -22.9378], [-43.189714, -22.937799], [-43.189707, -22.937799], [-43.189701, -22.9378], [-43.189695, -22.937802], [-43.189689, -22.937804], [-43.189681, -22.937809], [-43.189677, -22.937816], [-43.189674, -22.937822], [-43.189671, -22.937831], [-43.189669, -22.937839], [-43.189668, -22.937848], [-43.189661, -22.938248], [-43.189656, -22.938422], [-43.189654, -22.938497], [-43.189645, -22.938809], [-43.18964, -22.938877], [-43.18963, -22.938947], [-43.189625, -22.938972], [-43.189615, -22.939], [-43.189599, -22.939023], [-43.189582, -22.939039], [-43.189552, -22.939058], [-43.189524, -22.939063], [-43.189492, -22.939063], [-43.189445, -22.939061], [-43.189407, -22.939056], [-43.189369, -22.939049], [-43.189341, -22.939041], [-43.189302, -22.939028], [-43.18927, -22.93901], [-43.189231, -22.938978], [-43.189194, -22.938947], [-43.189167, -22.938923], [-43.189147, -22.938906], [-43.189133, -22.938889], [-43.189123, -22.938867], [-43.189115, -22.938834], [-43.189113, -22.938805], [-43.189116, -22.938775], [-43.189129, -22.93875], [-43.189154, -22.938728], [-43.189217, -22.938693], [-43.189246, -22.938675], [-43.189276, -22.938657], [-43.189304, -22.938635], [-43.189324, -22.938615], [-43.18934, -22.938592], [-43.189351, -22.93857], [-43.189362, -22.93854], [-43.189368, -22.938521], [-43.18937, -22.938506], [-43.189371, -22.938497], [-43.189373, -22.938459], [-43.189404, -22.938001], [-43.189404, -22.937973], [-43.189399, -22.937955], [-43.189387, -22.93794], [-43.189374, -22.937928], [-43.189355, -22.937919], [-43.189334, -22.937913], [-43.189316, -22.937912], [-43.189293, -22.937916], [-43.189276, -22.937924], [-43.189261, -22.937935], [-43.18925, -22.937947], [-43.189245, -22.937962], [-43.18924, -22.937979], [-43.189238, -22.938002], [-43.189237, -22.938026], [-43.189234, -22.9382], [-43.189233, -22.938236], [-43.189229, -22.938275], [-43.18922, -22.938328], [-43.189199, -22.938386], [-43.18918, -22.938433], [-43.189161, -22.938464], [-43.18913, -22.938502], [-43.189094, -22.938534], [-43.189063, -22.938555], [-43.189026, -22.938576], [-43.188987, -22.938593], [-43.188934, -22.938609], [-43.188872, -22.938627], [-43.188831, -22.938637], [-43.188805, -22.938647], [-43.188786, -22.938658], [-43.188773, -22.93867], [-43.188757, -22.93869], [-43.188749, -22.93871], [-43.188745, -22.938736], [-43.188746, -22.938762], [-43.188752, -22.938791], [-43.188761, -22.938808], [-43.188784, -22.938839], [-43.188811, -22.938868], [-43.188837, -22.938895], [-43.188899, -22.938959], [-43.188961, -22.939023], [-43.189022, -22.939075], [-43.189238, -22.939247], [-43.189252, -22.939258], [-43.189258, -22.939265], [-43.189264, -22.939273], [-43.189269, -22.939282], [-43.189271, -22.939291], [-43.18927, -22.9393], [-43.189269, -22.939308], [-43.189265, -22.939314], [-43.189257, -22.939324], [-43.189248, -22.939331], [-43.189236, -22.939334], [-43.189222, -22.939337], [-43.189204, -22.939338], [-43.189188, -22.939336], [-43.189168, -22.939329], [-43.189147, -22.93932], [-43.189102, -22.939292], [-43.189044, -22.939252], [-43.188915, -22.939167], [-43.188777, -22.939066], [-43.188685, -22.938984], [-43.188612, -22.938908], [-43.188564, -22.938852], [-43.188542, -22.938821], [-43.188526, -22.938794], [-43.188517, -22.938767], [-43.188511, -22.938723], [-43.188516, -22.93866], [-43.188629, -22.938221], [-43.188635, -22.938192], [-43.188637, -22.938161], [-43.188634, -22.938138], [-43.188628, -22.938118], [-43.188614, -22.938097], [-43.188599, -22.938079], [-43.188401, -22.93786], [-43.188302, -22.937752], [-43.188271, -22.937721], [-43.188241, -22.937699], [-43.188208, -22.937683], [-43.187492, -22.937326], [-43.187441, -22.937303], [-43.187401, -22.937287], [-43.187352, -22.937275], [-43.187319, -22.937271], [-43.187289, -22.93727], [-43.187256, -22.937274], [-43.187223, -22.937282], [-43.187176, -22.937303], [-43.187139, -22.937328], [-43.187122, -22.937351], [-43.187117, -22.93737], [-43.187115, -22.937397], [-43.187121, -22.937426], [-43.18714, -22.937457], [-43.187491, -22.937973], [-43.187764, -22.938367], [-43.187801, -22.938423], [-43.187976, -22.938676], [-43.187999, -22.93871], [-43.188186, -22.938943], [-43.188264, -22.939039], [-43.188328, -22.939115], [-43.188373, -22.939164], [-43.188492, -22.939308], [-43.188767, -22.939609], [-43.188877, -22.939713], [-43.18897, -22.939818], [-43.189022, -22.939888], [-43.189049, -22.939971], [-43.189083, -22.940113], [-43.18912, -22.940223], [-43.189159, -22.940297], [-43.189215, -22.940396], [-43.189274, -22.940472], [-43.189358, -22.940554], [-43.18949, -22.940678], [-43.189549, -22.940743], [-43.1896, -22.940818], [-43.189653, -22.940926], [-43.189673, -22.941069], [-43.189683, -22.941237]]"
Rua Conde de Baependi,Laranjeiras,"[[-43.183025, -22.933826], [-43.18296, -22.933811], [-43.182896, -22.933792], [-43.182619, -22.9337], [-43.182255, -22.933596], [-43.181308, -22.933324], [-43.18108, -22.93328], [-43.181008, -22.933266], [-43.180911, -22.933247], [-43.180791, -22.933223], [-43.180665, -22.933198], [-43.180538, -22.933171], [-43.180314, -22.933122], [-43.17975, -22.933007], [-43.179523, -22.932961], [-43.179232, -22.932911], [-43.179095, -22.932897], [-43.179033, -22.932891], [-43.178883, -22.932876], [-43.177876, -22.932767]]"
Rua Gago Coutinho,Catete,"[[-43.182189, -22.932348], [-43.182209, -22.932307], [-43.182211, -22.932299], [-43.182404, -22.931793], [-43.182425, -22.931738], [-43.181354, -22.93139], [-43.180889, -22.931238], [-43.180097, -22.930985], [-43.179842, -22.930904], [-43.179548, -22.930824], [-43.179531, -22.930818], [-43.179497, -22.930808]]"
Rua Leopoldo Miguez,Copacabana,"[[-43.191919, -22.978576], [-43.191718, -22.977805], [-43.191696, -22.97772], [-43.191438, -22.976678], [-43.19123, -22.975793], [-43.190522, -22.974606], [-43.189893, -22.973456]]"
Rua Tucuman,Flamengo,"[[-43.174409, -22.934972], [-43.174474, -22.934981], [-43.174891, -22.934939], [-43.174947, -22.93493]]"
Rua Pinheiro Machado,Laranjeiras,"[[-43.182638, -22.940775], [-43.182677, -22.940591], [-43.182771, -22.940233], [-43.182863, -22.939887], [-43.183139, -22.938845], [-43.183165, -22.93874], [-43.183237, -22.938457], [-43.183343, -22.938088], [-43.183379, -22.937962], [-43.183399, -22.937893], [-43.183454, -22.937697], [-43.183549, -22.93737], [-43.183659, -22.936936], [-43.183665, -22.93691], [-43.183845, -22.936179], [-43.183856, -22.936134], [-43.18393, -22.935851], [-43.183988, -22.935622], [-43.184003, -22.935562], [-43.184163, -22.935103], [-43.184161, -22.934936], [-43.184301, -22.934463], [-43.18442, -22.93386], [-43.184461, -22.933675], [-43.184508, -22.933523], [-43.184529, -22.933444], [-43.184538, -22.933419], [-43.184547, -22.933385], [-43.184559, -22.933335], [-43.184619, -22.933091]]"
Botafogo,Botafogo,"[[-43.188905, -22.955343], [-43.189896, -22.955821], [-43.189971, -22.95582], [-43.189988, -22.955816], [-43.190085, -22.955773], [-43.19081, -22.956067], [-43.191786, -22.956462], [-43.191867, -22.956562], [-43.191907, -22.956613], [-43.191973, -22.956663], [-43.192057, -22.956724], [-43.193066, -22.957107], [-43.194358, -22.957537], [-43.194344, -22.957578], [-43.194329, -22.957626], [-43.194406, -22.957651], [-43.194465, -22.957671], [-43.195196, -22.957909], [-43.195842, -22.958093], [-43.196721, -22.958272], [-43.196872, -22.958313], [-43.196943, -22.958373], [-43.197057, -22.958383], [-43.197143, -22.95842], [-43.197205, -22.958427], [-43.197235, -22.958435], [-43.197336, -22.958425], [-43.197459, -22.958441], [-43.19764, -22.958492], [-43.19855, -22.958711], [-43.198606, -22.958726], [-43.199147, -22.958866], [-43.200198, -22.959157], [-43.200304, -22.959134], [-43.200347, -22.959068], [-43.20035, -22.959063], [-43.200771, -22.959251], [-43.20253, -22.960067], [-43.202532, -22.960082], [-43.202545, -22.960166], [-43.202559, -22.960244], [-43.202783, -22.960357], [-43.202854, -22.960463], [-43.202899, -22.960543], [-43.202956, -22.960596], [-43.20298, -22.960676], [-43.203097, -22.960742], [-43.203175, -22.960733], [-43.203248, -22.960694], [-43.203251, -22.960663], [-43.203259, -22.960632], [-43.203273, -22.960604], [-43.203295, -22.960576], [-43.203322, -22.960553], [-43.203353, -22.960534], [-43.203453, -22.960516], [-43.203603, -22.960547], [-43.203774, -22.960647], [-43.203859, -22.960816], [-43.203763, -22.961908], [-43.20373, -22.961977], [-43.203716, -22.962047], [-43.203719, -22.96212], [-43.203744, -22.962173], [-43.203725, -22.962477], [-43.203736, -22.962537], [-43.20385, -22.962602], [-43.203963, -22.962667], [-43.204014, -22.962701], [-43.204031, -22.962726], [-43.204045, -22.962756], [-43.204229, -22.963095], [-43.204339, -22.963154], [-43.204478, -22.96315], [-43.204742, -22.963159]]"
Rua Nascimento Silva,Ipanema,"[[-43.199593, -22.982378], [-43.199644, -22.982379], [-43.200468, -22.982322], [-43.200598, -22.982313], [-43.202631, -22.98221], [-43.202709, -22.982206], [-43.204755, -22.982101], [-43.204832, -22.982099], [-43.204902, -22.982096], [-43.205987, -22.982042], [-43.206839, -22.982001], [-43.206963, -22.981997], [-43.207016, -22.981994], [-43.208921, -22.981883], [-43.209065, -22.981876], [-43.211097, -22.981775], [-43.211196, -22.98177], [-43.213251, -22.981654], [-43.213318, -22.981654], [-43.213614, -22.981646], [-43.213687, -22.981643]]"
Rua Bulhões de Carvalho,Ipanema,"[[-43.194761, -22.981843], [-43.19449, -22.982712], [-43.194256, -22.983486], [-43.194133, -22.983915], [-43.193512, -22.984705], [-43.192941, -22.985425], [-43.192881, -22.985501], [-43.192297, -22.986257], [-43.191955, -22.986683], [-43.191896, -22.986759], [-43.191722, -22.986982], [-43.191699, -22.987011], [-43.191647, -22.987078], [-43.1916, -22.987137]]"
Travessa Angrense,Copacabana,"[[-43.188055, -22.971416], [-43.187633, -22.971876], [-43.187576, -22.971939]]"
Rua Paulino Fernandes,Botafogo,"[[-43.184061, -22.954121], [-43.184103, -22.9541], [-43.184123, -22.954088], [-43.184788, -22.953693], [-43.185308, -22.953335], [-43.185333, -22.953318], [-43.185387, -22.953292], [-43.185546, -22.953151], [-43.185685, -22.953028], [-43.186599, -22.95222]]"
Rua 5 de Julho,Copacabana,"[[-43.188806, -22.969075], [-43.188484, -22.96946]]"
Rua Viúva Lacerda,Humaitá,"[[-43.198999, -22.957251], [-43.199176, -22.957055], [-43.200498, -22.955572], [-43.200531, -22.955492]]"
Rua Batista da Costa,Jardim Botânico,"[[-43.217523, -22.964252], [-43.217095, -22.964584], [-43.217046, -22.964628], [-43.217015, -22.964693], [-43.216956, -22.964871]]"
Rua Barão do Flamengo,Flamengo,"[[-43.177301, -22.932935], [-43.177137, -22.932969], [-43.177099, -22.932974], [-43.177004, -22.932993], [-43.176886, -22.933005], [-43.1748, -22.933202], [-43.17466, -22.933194], [-43.174522, -22.93319], [-43.174396, -22.933187]]"
Praça São Salvador,Laranjeiras,"[[-43.18, -22.933581], [-43.179905, -22.933754], [-43.179808, -22.933935]]"
Avenida Rainha Elizabeth,Ipanema,"[[-43.189496, -22.984581], [-43.189644, -22.98462], [-43.190188, -22.984769], [-43.190343, -22.984812], [-43.190497, -22.984854], [-43.191245, -22.98505], [-43.191385, -22.985086], [-43.191847, -22.985215], [-43.192399, -22.985368], [-43.192775, -22.985472], [-43.192881, -22.985501], [-43.194252, -22.985879], [-43.195063, -22.986107], [-43.196258, -22.986436], [-43.1963, -22.986448], [-43.197528, -22.986774], [-43.197726, -22.986815], [-43.197873, -22.986839]]"
Avenida Venceslau Braz,Botafogo,"[[-43.177565, -22.955322], [-43.177544, -22.955117], [-43.177526, -22.954975], [-43.177501, -22.954874], [-43.177432, -22.9547], [-43.177357, -22.954557], [-43.176878, -22.953903], [-43.176655, -22.953552], [-43.176374, -22.953167], [-43.176341, -22.953118], [-43.176294, -22.953049], [-43.175723, -22.952249], [-43.175614, -22.952096], [-43.175291, -22.951675], [-43.17526, -22.951633]]"
Rua Marques,Botafogo,"[[-43.196815, -22.953782], [-43.196796, -22.953854], [-43.196763, -22.95398], [-43.196724, -22.954103], [-43.196589, -22.954522], [-43.196533, -22.954695], [-43.19645, -22.954944], [-43.196277, -22.955466], [-43.196262, -22.95551], [-43.196228, -22.955601]]"
Rua Bartolomeu Portela,Botafogo,"[[-43.17607, -22.950702], [-43.176891, -22.951793]]"
Ladeira dos Tabajaras,Copacabana,"[[-43.192431, -22.959747], [-43.19233, -22.9598], [-43.192234, -22.959859], [-43.192187, -22.959891], [-43.192112, -22.959939], [-43.191949, -22.960103], [-43.191771, -22.96033], [-43.191673, -22.960476], [-43.191623, -22.960577], [-43.191579, -22.960724], [-43.191598, -22.960745], [-43.191615, -22.960775], [-43.191622, -22.960832], [-43.191609, -22.960906], [-43.191524, -22.96125], [-43.191497, -22.961348], [-43.191455, -22.961427], [-43.191382, -22.961535], [-43.191289, -22.961616], [-43.191163, -22.961699], [-43.191065, -22.961755], [-43.190911, -22.961849], [-43.190775, -22.961923], [-43.190704, -22.961956], [-43.190612, -22.961976], [-43.190534, -22.961984], [-43.190502, -22.961988], [-43.190474, -22.962005], [-43.190462, -22.962031], [-43.190466, -22.962053], [-43.190487, -22.96207], [-43.190513, -22.962079], [-43.190547, -22.962087], [-43.190581, -22.962086], [-43.190706, -22.962066], [-43.190847, -22.962055], [-43.190993, -22.962036], [-43.19114, -22.961999], [-43.191612, -22.961806], [-43.191636, -22.9618], [-43.19166, -22.96181], [-43.191669, -22.961827], [-43.191671, -22.961851], [-43.191664, -22.961867], [-43.191496, -22.962118], [-43.191439, -22.962179], [-43.19138, -22.962216], [-43.191322, -22.962236], [-43.191232, -22.962258], [-43.191189, -22.962275], [-43.191097, -22.962303], [-43.191118, -22.96251], [-43.191126, -22.96259], [-43.191115, -22.962646], [-43.191097, -22.962705], [-43.191068, -22.962778], [-43.191053, -22.962825], [-43.191031, -22.962876], [-43.191019, -22.962898], [-43.190997, -22.962928], [-43.190934, -22.963046], [-43.190911, -22.963104], [-43.190896, -22.963154], [-43.190873, -22.963251], [-43.190853, -22.963354], [-43.190837, -22.963385], [-43.190823, -22.963407], [-43.190751, -22.963477], [-43.190656, -22.963564], [-43.19057, -22.963636], [-43.190542, -22.963662], [-43.190513, -22.963677], [-43.190469, -22.963693], [-43.190281, -22.963728], [-43.190228, -22.963747], [-43.190203, -22.963766], [-43.190181, -22.963789], [-43.190137, -22.963834], [-43.190044, -22.963951], [-43.189903, -22.964133], [-43.189814, -22.96426], [-43.18967, -22.964438], [-43.189622, -22.964493], [-43.189573, -22.964524], [-43.189542, -22.96454], [-43.189518, -22.964552], [-43.189459, -22.964582], [-43.18944, -22.964589], [-43.189403, -22.964605], [-43.189315, -22.964643], [-43.189144, -22.964706], [-43.188997, -22.964773], [-43.188972, -22.964783], [-43.188839, -22.96485], [-43.188583, -22.964977], [-43.188555, -22.96499], [-43.188468, -22.965028], [-43.188314, -22.965078], [-43.18819, -22.965116], [-43.188128, -22.965136], [-43.187937, -22.965187], [-43.187878, -22.965203], [-43.187842, -22.965215], [-43.187807, -22.965226], [-43.18778, -22.965235], [-43.187765, -22.965242], [-43.187754, -22.96525], [-43.187744, -22.96526], [-43.187694, -22.965318], [-43.18768, -22.965345], [-43.187666, -22.965374], [-43.187618, -22.96544], [-43.18756, -22.965503], [-43.187457, -22.965607], [-43.187086, -22.965962], [-43.18699, -22.96608], [-43.186788, -22.966326], [-43.186681, -22.966496], [-43.186623, -22.966593], [-43.186616, -22.966624], [-43.186618, -22.966647], [-43.186646, -22.966695]]"
Rua Júlio de Castilhos,Ipanema,"[[-43.193512, -22.984705], [-43.192637, -22.984492], [-43.191765, -22.984254], [-43.191642, -22.984221], [-43.190766, -22.983995], [-43.190602, -22.983951], [-43.190465, -22.983914], [-43.189886, -22.983755], [-43.189749, -22.983725]]"
Rua Júlio de Castilhos,Copacabana,"[[-43.193512, -22.984705], [-43.192637, -22.984492], [-43.191765, -22.984254], [-43.191642, -22.984221], [-43.190766, -22.983995], [-43.190602, -22.983951], [-43.190465, -22.983914], [-43.189886, -22.983755], [-43.189749, -22.983725]]"
Rua Maria Angélica,Jardim Botânico,"[[-43.207618, -22.963016], [-43.207619, -22.962963], [-43.207617, -22.96293], [-43.207618, -22.962865], [-43.207699, -22.962357], [-43.207706, -22.962307], [-43.207717, -22.962218], [-43.207728, -22.96211], [-43.207761, -22.96189], [-43.207909, -22.960893], [-43.207927, -22.960738], [-43.207947, -22.960571], [-43.208008, -22.960144], [-43.208019, -22.960007], [-43.208042, -22.959652], [-43.207743, -22.959017], [-43.207661, -22.958824], [-43.207561, -22.95859]]"
Largo Almirante Índio do Brasil,Botafogo,"[[-43.1905, -22.9645], [-43.178, -22.975]]"
Rua Gomes Carneiro,Copacabana,"[[-43.197948, -22.986826], [-43.197913, -22.986807], [-43.197848, -22.986772], [-43.197784, -22.986728], [-43.196796, -22.98597], [-43.196504, -22.985724], [-43.195298, -22.984836], [-43.195231, -22.9848]]"
Rua Bulhões de Carvalho,Copacabana,"[[-43.194761, -22.981843], [-43.19449, -22.982712], [-43.194256, -22.983486], [-43.194133, -22.983915], [-43.193512, -22.984705], [-43.192941, -22.985425], [-43.192881, -22.985501], [-43.192297, -22.986257], [-43.191955, -22.986683], [-43.191896, -22.986759], [-43.191722, -22.986982], [-43.191699, -22.987011], [-43.191647, -22.987078], [-43.1916, -22.987137]]"
Rua Leite Leal,Laranjeiras,"[[-43.188964, -22.93533], [-43.18892, -22.935404], [-43.188878, -22.935463], [-43.18886, -22.935487], [-43.18865, -22.935789], [-43.188339, -22.936206], [-43.188207, -22.936372], [-43.188146, -22.936461], [-43.188113, -22.936508], [-43.18797, -22.936701], [-43.187942, -22.936722], [-43.187913, -22.936731], [-43.18787, -22.936725], [-43.187539, -22.936513], [-43.187527, -22.936494], [-43.187507, -22.936444]]"
Rua Lauro Müller,Botafogo,"[[-43.173377, -22.95495], [-43.173591, -22.954817], [-43.173804, -22.954686], [-43.1741, -22.954521], [-43.174125, -22.954507], [-43.174455, -22.954288], [-43.174495, -22.954275], [-43.174544, -22.9543], [-43.174656, -22.954441], [-43.175224, -22.955292], [-43.175435, -22.955604], [-43.17594, -22.956246], [-43.175986, -22.956308], [-43.176063, -22.956402], [-43.176145, -22.956527], [-43.176181, -22.956557], [-43.176243, -22.956578], [-43.176378, -22.956592]]"
Largo Professor Saul Borges Carneiro,Laranjeiras,"[[-43.188878, -22.935463], [-43.188803, -22.935451], [-43.188746, -22.935428], [-43.188682, -22.935384], [-43.188649, -22.935341], [-43.188649, -22.935306], [-43.188648, -22.935294], [-43.188694, -22.935214], [-43.188709, -22.935193]]"
Praça Shimon Peres,Copacabana,"[[-43.1905, -22.9645], [-43.178, -22.975]]"
Rua Almirante Tamandaré,Catete,"[[-43.177559, -22.932286], [-43.176552, -22.93223], [-43.175971, -22.932196], [-43.174563, -22.932126]]"
Rua Almirante Tamandaré,Flamengo,"[[-43.177559, -22.932286], [-43.176552, -22.93223], [-43.175971, -22.932196], [-43.174563, -22.932126]]"
Rua Assunção,Botafogo,"[[-43.186588, -22.944407], [-43.186651, -22.944847], [-43.186687, -22.945099], [-43.186829, -22.946055], [-43.18684, -22.946129], [-43.186852, -22.946222], [-43.186876, -22.94635], [-43.186954, -22.946868], [-43.187105, -22.947817]]"
Rua Visconde de Silva,Humaitá,"[[-43.191949, -22.956715], [-43.192971, -22.957116], [-43.194308, -22.957566], [-43.194344, -22.957578], [-43.19442, -22.957606], [-43.195211, -22.957869], [-43.195605, -22.957993], [-43.195727, -22.958025], [-43.195964, -22.958075], [-43.196061, -22.958095], [-43.19663, -22.958193], [-43.196944, -22.958235], [-43.197239, -22.958285], [-43.197718, -22.958358], [-43.198032, -22.958425], [-43.19841, -22.958533], [-43.198448, -22.958541], [-43.19847, -22.958546], [-43.198508, -22.958552], [-43.198546, -22.958552], [-43.19859, -22.958546], [-43.198615, -22.958532], [-43.198647, -22.958509]]"
